eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/philadelphia-entrepreneur/events/304140980/?recId=3f3dd219-6d61-4f4e-a68b-26d845da685f&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/2/2/1/event_524232833.webp?w=640,"How Startups Can Outmaneuver Bigger, More Established Competitors",Philadelphia Tech Entrepreneurs,9.0,Thursday,2024-11-07,03:00 PM,EST,Inperson,1-10
https://www.meetup.com/opendiner/events/304307100/?recId=7066ff87-e5ce-44df-8ca4-f248631b13f8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/7/b/f/2/event_524431730.webp?w=640,Meet New Friends and Chat in a Supportive Environment: WHAT MAKES YOU HAPPY?,Open Diner: Connect and Be Heard,11.0,Thursday,2024-11-07,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/new-york-short-story-discussion-group/events/304188131/?recId=00910bf0-fd76-4d4e-bcec-679d2b7e2079&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/a/9/a/event_524275962.webp?w=640,"Carver: ""Cathedral"" & ""A Small Good Thing"" Discussion",New York Short Story Discussion Group,9.0,Thursday,2024-11-07,05:00 PM,EST,Inperson,1-10
https://www.meetup.com/mainlineukulelegroup/events/303939098/?recId=7066ff87-e5ce-44df-8ca4-f248631b13f8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/6/d/f/event_483586815.webp?w=640,Indian Valley Luau Rehearsal 3 of 3,Philadelphia Main Line Ukulele Group,8.0,Thursday,2024-11-07,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/english-for-everyday/events/304256528/?recId=07dac0d8-4fb0-45d9-9ce8-d6e41c268e01&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/c/0/d/event_524096333.webp?w=640,"English For Everyday - Thrusday, North York Subway Station, Toronto",English For Everyday,16.0,Thursday,2024-11-07,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/deep-talk-club-a-space-for-meaningful-conversations/events/304015659/?recId=a54fce0a-dc93-4d3a-a30e-6e45e2d3c7a8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/4/1/e/event_524082014.webp?w=640,Letting Go: Releasing What No Longer Serves You,Deep Talk Club: A Space For Meaningful Conversations Online,129.0,Thursday,2024-11-07,07:30 PM,EST,Inperson,100+
https://www.meetup.com/toronto-chapter/events/304172460/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/2/0/5/event_524261477.webp?w=640,The Ontario Real Estate Investors Club,The Ontario Real Estate Investors Club - Toronto Chapter,13.0,Thursday,2024-11-07,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/browserstack-qa-and-software-testing-meetup-group-toronto/events/303866211/?recId=26f18846-8715-4bb2-9ec4-d1d2c14e5c5c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/f/0/b/event_524397099.webp?w=640,BrowserStack QA meetup - October,BrowserStack QA and Software Testing Meetup Group Toronto,25.0,Thursday,2024-11-07,05:30 PM,EST,Inperson,10-50
https://www.meetup.com/pittsburgh-pmi-meetup-group/events/303848996/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/6/e/d/event_520269965.webp?w=640,PMI Pittsburgh PMP Study Group,PMI Pittsburgh Meetup Group,10.0,Thursday,2024-11-07,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-photography-group/events/301604376/?recId=bd65e744-d40f-462c-bce1-55a821b0e92c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/f/f/5/event_521697333.webp?w=640,"WTPG is at ProFusion 2024, Canada’s largest Photo, Video & Cinema Industry Event",The Toronto Photography Group,7.0,Thursday,2024-11-07,10:00 AM,EST,Inperson,1-10
https://www.meetup.com/wanderbug-travel-club/events/304238327/?recId=7066ff87-e5ce-44df-8ca4-f248631b13f8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/a/4/2/event_524350818.webp?w=640,Epic Adventure Q&A - Harry Potter's England and Scotland,Wanderbug Travel Club,8.0,Thursday,2024-11-07,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/women-in-agile-global/events/303809273/?recId=26f18846-8715-4bb2-9ec4-d1d2c14e5c5c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/d/1/1/event_516379729.webp?w=640,Redefining your career in the age of AI,Women in Agile,66.0,Friday,2024-11-08,12:00 PM,EST,Inperson,50-100
https://www.meetup.com/follow-your-bliss-yoga-tantra-life/events/304222585/?recId=b3c8b687-3a5f-4db3-b338-ac591d499771&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/3/3/4/event_524317684.webp?w=640,"Embracing Hugs: An exploration of slow, deep connection with low risk",Follow Your Bliss: Yoga. Tantra. Life.,3.0,Friday,2024-11-08,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/gta-snowboarding-social-group/events/303601151/?recId=07dac0d8-4fb0-45d9-9ce8-d6e41c268e01&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/7/4/4/event_484602820.webp?w=640,Meet and mingle night -  SEASON LAUNCH PARTY,#1 GTA Snowboarding and Social Group,17.0,Friday,2024-11-08,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/the-intuitive-experience/events/304177049/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/a/d/0/event_522615056.webp?w=640,Journey Into Self-Discovery: A Psychic Intuition Workshop,The Intuitive Experience,11.0,Friday,2024-11-08,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/iceskating-25/events/304351847/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/b/5/2/e/event_519466382.webp?w=640,Bill Bolton Arena - FRIDAY Indoor Skate,The Toronto Ice Skating Meetup Group,6.0,Friday,2024-11-08,05:30 PM,EST,Inperson,1-10
https://www.meetup.com/women-curated-small-group-journeys/events/304143511/?recId=bdce8a13-25e9-4fa9-b7b9-7a213a1857a0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/a/d/0/event_524235056.webp?w=640,DISCOUNT CODE: National Women's Show Nov 8-10 @ Metro Toronto Convention Centre,Curated Small Group Journeys for Women,3.0,Friday,2024-11-08,10:00 AM,EST,Inperson,1-10
https://www.meetup.com/a-conscious-partner-eastern/events/302439929/?recId=1e20fdd6-78b8-4d80-a882-0584b858e47b&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/c/1/7/event_524127671.webp?w=640,ACP60 #601 - Dealing with Conflict,ACP - Toronto,6.0,Friday,2024-11-08,08:00 PM,EST,Inperson,1-10
https://www.meetup.com/beach-vball/events/304330968/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/e/5/1/event_522260049.webp?w=640,Season wrap up pub night,#1 Beach Volleyball and Social Group,15.0,Friday,2024-11-08,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/mediumship-demonstrations-on-zoom/events/303865929/?recId=4a80c536-90c9-408d-a50b-092267aa1523&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-8-wide.webp?w=640,Psychic Demonstration,Mediumship Demonstrations on Zoom,25.0,Friday,2024-11-08,12:00 PM,EST,Inperson,10-50
https://www.meetup.com/waterfront-zumba-group/events/303903359/?recId=23d19495-c046-40ec-a28f-ba4c2856bab8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/2/1/event_523862337.webp?w=640,Zumba Class at Waterfront - Adult,Waterfront Zumba Group,5.0,Friday,2024-11-08,05:45 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-seniors-social-club/events/303804928/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/e/6/f/3/event_519899123.webp?w=640,THE MANDARIN BUFFET AT YONGE AND EGLINTON NOVEMBER 8 2024,Toronto Seniors Social Club,22.0,Friday,2024-11-08,12:00 PM,EST,Inperson,10-50
https://www.meetup.com/ladies-over-60-who-like-to-travel-but-not-alone/events/304222666/?recId=5e317710-e51b-496c-9442-c8a25869a816&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-13-wide.webp?w=640,Getaway Planning session,Ladies over 60 Who like to travel. but not alone,11.0,Friday,2024-11-08,05:00 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-ai-meetups/events/304329580/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/6/f/3/event_524450931.webp?w=640,LLM Problem Solvers - Cost Saving in LLM / Agent Systems,Toronto AI Meetups,5.0,Friday,2024-11-08,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/50pluscoffee-n-chat/events/304148684/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/7/7/6/event_522502390.webp?w=640,50+ Coffee Social,50+ COFFEE n CHAT SOCIAL,4.0,Saturday,2024-11-09,12:30 PM,EST,Inperson,1-10
https://www.meetup.com/melodiesandmeaning/events/303585066/?recId=42a4afd6-9af3-496e-95b2-6cf05164d69d&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/0/7/a/event_523652890.webp?w=640,"Chopin Connections: Tristan Savella, concert pianist",Melodies and Meaningful Connections,8.0,Saturday,2024-11-09,07:30 PM,EST,Inperson,1-10
https://www.meetup.com/wildernessunion/events/304083521/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/6/d/b/event_524142715.webp?w=640,Killarney - Hike The Crack,Wilderness Union Toronto - Outdoor Adventure and Hiking Club,3.0,Saturday,2024-11-09,05:50 AM,EST,Inperson,1-10
https://www.meetup.com/spanglish-the-original/events/304349321/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/1/f/5/event_517152789.webp?w=640,Spanglish - the Original,Spanglish - the Original,2.0,Saturday,2024-11-09,01:30 PM,EST,Inperson,1-10
https://www.meetup.com/navigating-social-challenges-together-for-those-under-35/events/304350350/?recId=bd65e744-d40f-462c-bce1-55a821b0e92c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/7/b/8/event_524350168.webp?w=640,How can we find authentic friends?,Navigating Social Challenges for young adult under 35,2.0,Saturday,2024-11-09,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/new-york-city-stoics/events/303980428/?recId=00910bf0-fd76-4d4e-bcec-679d2b7e2079&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/a/f/c/0/event_524024992.webp?w=640,[Reading Group] The Stoic Concept of Proneness to Emotion and Vice,New York City Stoics,10.0,Saturday,2024-11-09,12:00 PM,EST,Inperson,10-50
https://www.meetup.com/culinary-historians-of-chicago-chicago-foodways-roundtable/events/303704449/?recId=4a80c536-90c9-408d-a50b-092267aa1523&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/c/d/b/event_523755579.webp?w=640,Leftovers: A History of Food Waste and Preservation - Live ZOOM from Wales,Culinary Historians of Chicago & Chicago Foodways Roundtable,29.0,Saturday,2024-11-09,11:00 AM,EST,Inperson,10-50
https://www.meetup.com/second-generation-chinese-canadians/events/304350205/?recId=bdce8a13-25e9-4fa9-b7b9-7a213a1857a0&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/8/f/2/event_518422770.webp?w=640,Navigating Domestic Abuse Reporting in Chinese Canadian Families,Second Generation Chinese Canadian Meetup,3.0,Saturday,2024-11-09,04:00 PM,EST,Inperson,1-10
https://www.meetup.com/backyard-venture/events/304338564/?recId=fcfb117b-91a5-4ee1-8f59-b486c346bda5&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/c/e/a/event_524216554.webp?w=640,Hike & BBQ at Morningside park,Backyard venture,3.0,Saturday,2024-11-09,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/radical-r-e-s-t/events/304242762/?recId=18490160-2313-47ae-8b27-721db21d13fe&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/4/9/d/event_524365757.webp?w=640,GUA SHA & Chill (Lymphatic guided massage and Restorative Soundbath),radical r e s t,2.0,Saturday,2024-11-09,06:15 PM,EST,Inperson,1-10
https://www.meetup.com/the-cuw-club-singlewomenwithoutchildren/events/303544445/?recId=26f18846-8715-4bb2-9ec4-d1d2c14e5c5c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/c/1/event_523623521.webp?w=640,Line Dancing Lessons! 🎶👢🤠 💃 🎶 (Distillery District)***,"Single, Social & Childfree! (Women ONLY - 30s/40s+)",17.0,Saturday,2024-11-09,07:30 PM,EST,Inperson,10-50
https://www.meetup.com/habs-fans-in-toronto/events/304274940/?recId=c0332665-87c6-4f2b-8f7e-2315b61d1dd4&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/8/5/c/event_524402140.webp?w=640,Watch CANADIENS and leafs at New Restaurant and Bar,HABS FANS IN TORONTO,2.0,Saturday,2024-11-09,06:30 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-science-fiction-and-fantasy-writers-meetup/events/303853498/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/d/f/7/event_514335863.webp?w=640,One-Shot Anthology: INVITATION / Writing Sprint-a-thon!,Toronto Science Fiction and Fantasy Writers,39.0,Saturday,2024-11-09,01:00 PM,EST,Inperson,10-50
https://www.meetup.com/torontobikemeetup/events/304208872/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/3/7/4/event_451817268.webp?w=640,Downsview Park to High Park Zoo Via West Humber Etobicoke and Mimico Creeks,Toronto Bike Meetup,8.0,Saturday,2024-11-09,09:00 AM,EST,Inperson,1-10
https://www.meetup.com/absolute-beginner-japanese/events/304349751/?recId=1af47e74-0b9f-4043-9cb2-07fcb5da4187&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/4/d/a/f/event_524479887.webp?w=640,🇯🇵 Beginner Japanese Event! 日本語と英語初心者向けランゲージエクスチェンジイベント,🔰Absolute Beginner Japanese 初心者向け日本語と英語,15.0,Saturday,2024-11-09,11:00 AM,EST,Inperson,10-50
https://www.meetup.com/geekalicious/events/303870969/?recId=1af47e74-0b9f-4043-9cb2-07fcb5da4187&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/2/6/event_523921318.webp?w=640,⚔️ Dungeon Mayhem Battle Afternoon: Let the Chaos Begin!,🖖 Geekalicious 2.0,9.0,Saturday,2024-11-09,01:30 PM,EST,Inperson,1-10
https://www.meetup.com/saturday-night-dance-with-singles/events/304043227/?recId=26f18846-8715-4bb2-9ec4-d1d2c14e5c5c&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/c/9/b/event_524111419.webp?w=640,BACK TO THE 80s and 90s MIX & MINGLE PUB PARTY! (Saturday November 9th),The Saturday Night Dance with Singles Social Club!,65.0,Saturday,2024-11-09,08:00 PM,EST,Inperson,50-100
https://www.meetup.com/retro-80s-new-wave-indie-alternative/events/304336484/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/6/a/3/5/event_469527189.webp?w=640,Retro Mix presents “Retro Mix Video Dance Party,"Retro 80's New Wave, Indie, Alternative!",4.0,Saturday,2024-11-09,09:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-singles-in-the-city/events/304212328/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/9/f/6/event_523274838.webp?w=640,Fast Friending - Meet ladies & gents FAST! (35-50/Drink Offer/Bring Lady FREE),Toronto Singles in the city (4000+),9.0,Saturday,2024-11-09,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/touch-grass-to/events/304241901/?recId=07dac0d8-4fb0-45d9-9ce8-d6e41c268e01&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/1/3/5/1/event_524404945.webp?w=640,stepping on crunchy fallen leaves at high park,Touch Grass Toronto,22.0,Saturday,2024-11-09,02:30 PM,EST,Inperson,10-50
https://www.meetup.com/english-language-learning-circle/events/304237320/?recId=0dbbe5f3-945e-4ad2-825f-ae7cf54a7273&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/3/1/1/0/event_524352560.webp?w=640,ESL Topic of the Week: Being Yourself,English Language Learning Circle,3.0,Saturday,2024-11-09,10:00 AM,EST,Inperson,1-10
